SKU_ID,WEEK_START,YEAR,MONTH,INDUSTRY,STOCK_LEVEL,WEEKLY_DEMAND,WEEKLY_FULFILLED,REPLENISHMENT,STOCKOUT,DAYS_OF_SUPPLY,REORDER_TRIGGERED,FILL_RATE
SKU10000,2024-03-25,2024,3,Automotive,317,134,134,0,0,16.6,0,1.0
SKU10000,2024-04-01,2024,4,Automotive,200,117,117,0,0,12.0,0,1.0
SKU10000,2024-04-08,2024,4,Automotive,69,131,131,0,0,3.7,0,1.0
SKU10000,2024-04-15,2024,4,Automotive,340,201,69,472,0,11.8,1,0.3433
SKU10000,2024-04-22,2024,4,Automotive,126,214,214,0,0,4.1,0,1.0
SKU10000,2024-04-29,2024,4,Automotive,520,167,126,561,0,21.8,1,0.7545
SKU10000,2024-05-06,2024,5,Automotive,307,213,213,0,0,10.1,0,1.0
SKU10000,2024-05-13,2024,5,Automotive,148,159,159,0,0,6.5,0,1.0
SKU10000,2024-05-20,2024,5,Automotive,658,170,148,680,0,27.1,1,0.8706
SKU10000,2024-05-27,2024,5,Automotive,478,180,180,0,0,18.6,0,1.0
SKU10000,2024-06-03,2024,6,Automotive,282,196,196,0,0,10.1,0,1.0
SKU10000,2024-06-10,2024,6,Automotive,82,200,200,0,0,2.9,0,1.0
SKU10000,2024-06-17,2024,6,Automotive,585,175,82,678,0,23.4,1,0.4686
SKU10000,2024-06-24,2024,6,Automotive,413,172,172,0,0,16.8,0,1.0
SKU10000,2024-07-01,2024,7,Automotive,234,179,179,0,0,9.2,0,1.0
SKU10000,2024-07-08,2024,7,Automotive,67,167,167,0,0,2.8,0,1.0
SKU10000,2024-07-15,2024,7,Automotive,629,171,67,733,0,25.7,1,0.3918
SKU10000,2024-07-22,2024,7,Automotive,427,202,202,0,0,14.8,0,1.0
SKU10000,2024-07-29,2024,7,Automotive,229,198,198,0,0,8.1,0,1.0
SKU10000,2024-08-05,2024,8,Automotive,64,165,165,0,0,2.7,0,1.0
SKU10000,2024-08-12,2024,8,Automotive,440,164,64,540,0,18.8,1,0.3902
SKU10000,2024-08-19,2024,8,Automotive,300,140,140,0,0,15.0,0,1.0
SKU10000,2024-08-26,2024,8,Automotive,132,168,168,0,0,5.5,0,1.0
SKU10000,2024-09-02,2024,9,Automotive,638,158,132,664,0,28.3,1,0.8354
SKU10000,2024-09-09,2024,9,Automotive,462,176,176,0,0,18.4,0,1.0
SKU10000,2024-09-16,2024,9,Automotive,278,184,184,0,0,10.6,0,1.0
SKU10000,2024-09-23,2024,9,Automotive,124,154,154,0,0,5.6,0,1.0
SKU10000,2024-09-30,2024,9,Automotive,572,141,124,589,0,28.4,1,0.8794
SKU10000,2024-10-07,2024,10,Automotive,418,154,154,0,0,19.0,0,1.0
SKU10000,2024-10-14,2024,10,Automotive,314,104,104,0,0,21.1,0,1.0
SKU10000,2024-10-21,2024,10,Automotive,176,138,138,0,0,8.9,0,1.0
SKU10000,2024-10-28,2024,10,Automotive,16,160,160,0,0,0.7,0,1.0
SKU10000,2024-11-04,2024,11,Automotive,425,177,16,586,0,16.8,1,0.0904
SKU10000,2024-11-11,2024,11,Automotive,269,156,156,0,0,12.1,0,1.0
SKU10000,2024-11-18,2024,11,Automotive,130,139,139,0,0,6.5,0,1.0
SKU10000,2024-11-25,2024,11,Automotive,536,173,130,579,0,21.7,1,0.7514
SKU10000,2024-12-02,2024,12,Automotive,401,135,135,0,0,20.8,0,1.0
SKU10000,2024-12-09,2024,12,Automotive,264,137,137,0,0,13.5,0,1.0
SKU10000,2024-12-16,2024,12,Automotive,163,101,101,0,0,11.3,0,1.0
SKU10000,2024-12-23,2024,12,Automotive,579,96,96,512,0,42.2,1,1.0
SKU10000,2024-12-30,2024,12,Automotive,443,136,136,0,0,22.8,0,1.0
SKU10001,2022-01-03,2022,1,Healthcare,158,588,588,0,0,1.9,0,1.0
SKU10001,2022-01-10,2022,1,Healthcare,450,617,158,909,0,5.1,1,0.2561
SKU10001,2022-01-17,2022,1,Healthcare,0,557,450,0,0,0.0,0,0.8079
SKU10001,2022-01-24,2022,1,Healthcare,227,610,0,837,1,2.6,1,0.0
SKU10001,2022-01-31,2022,1,Healthcare,290,635,227,698,0,3.2,1,0.3575
SKU10001,2022-02-07,2022,2,Healthcare,0,562,290,0,0,0.0,0,0.516
SKU10001,2022-02-14,2022,2,Healthcare,193,663,0,856,1,2.0,1,0.0
SKU10001,2022-02-21,2022,2,Healthcare,402,584,193,793,0,4.8,1,0.3305
SKU10001,2022-02-28,2022,2,Healthcare,0,720,402,0,0,0.0,0,0.5583
SKU10001,2022-03-07,2022,3,Healthcare,18,646,0,664,1,0.2,1,0.0
SKU10001,2022-03-14,2022,3,Healthcare,142,623,18,747,0,1.6,1,0.0289
SKU10001,2022-03-21,2022,3,Healthcare,136,589,142,583,0,1.6,1,0.2411
SKU10001,2022-03-28,2022,3,Healthcare,392,692,136,948,0,4.0,1,0.1965
SKU10001,2022-04-04,2022,4,Healthcare,0,570,392,0,0,0.0,0,0.6877
SKU10001,2022-04-11,2022,4,Healthcare,224,653,0,877,1,2.4,1,0.0
SKU10001,2022-04-18,2022,4,Healthcare,343,593,224,712,0,4.0,1,0.3777
SKU10001,2022-04-25,2022,4,Healthcare,0,497,343,0,0,0.0,0,0.6901
SKU10001,2022-05-02,2022,5,Healthcare,0,791,0,634,1,0.0,1,0.0
SKU10001,2022-05-09,2022,5,Healthcare,196,633,0,829,1,2.2,1,0.0
SKU10001,2022-05-16,2022,5,Healthcare,150,744,196,698,0,1.4,1,0.2634
SKU10001,2022-05-23,2022,5,Healthcare,304,720,150,874,0,3.0,1,0.2083
SKU10001,2022-05-30,2022,5,Healthcare,0,741,304,0,0,0.0,0,0.4103
SKU10001,2022-06-06,2022,6,Healthcare,197,604,0,801,1,2.3,1,0.0
SKU10001,2022-06-13,2022,6,Healthcare,446,615,197,864,0,5.1,1,0.3203
SKU10001,2022-06-20,2022,6,Healthcare,0,759,446,0,0,0.0,0,0.5876
SKU10001,2022-06-27,2022,6,Healthcare,123,746,0,869,1,1.2,1,0.0
SKU10001,2022-07-04,2022,7,Healthcare,282,706,123,865,0,2.8,1,0.1742
SKU10001,2022-07-11,2022,7,Healthcare,0,743,282,0,0,0.0,0,0.3795
SKU10001,2022-07-18,2022,7,Healthcare,0,741,0,575,1,0.0,1,0.0
SKU10001,2022-07-25,2022,7,Healthcare,0,811,0,716,1,0.0,1,0.0
SKU10001,2022-08-01,2022,8,Healthcare,0,821,0,659,1,0.0,1,0.0
SKU10001,2022-08-08,2022,8,Healthcare,0,614,0,585,1,0.0,1,0.0
SKU10001,2022-08-15,2022,8,Healthcare,0,908,0,903,1,0.0,1,0.0
SKU10001,2022-08-22,2022,8,Healthcare,0,726,0,607,1,0.0,1,0.0
SKU10001,2022-08-29,2022,8,Healthcare,0,1147,0,754,1,0.0,1,0.0
SKU10001,2022-09-05,2022,9,Healthcare,0,885,0,675,1,0.0,1,0.0
SKU10001,2022-09-12,2022,9,Healthcare,0,999,0,690,1,0.0,1,0.0
SKU10001,2022-09-19,2022,9,Healthcare,108,805,0,913,1,0.9,1,0.0
SKU10001,2022-09-26,2022,9,Healthcare,0,902,108,735,0,0.0,1,0.1197
SKU10001,2022-10-03,2022,10,Healthcare,0,914,0,666,1,0.0,1,0.0
SKU10001,2022-10-10,2022,10,Healthcare,37,825,0,862,1,0.3,1,0.0
SKU10001,2022-10-17,2022,10,Healthcare,0,1059,37,749,0,0.0,1,0.0349
SKU10001,2022-10-24,2022,10,Healthcare,0,966,0,828,1,0.0,1,0.0
SKU10001,2022-10-31,2022,10,Healthcare,0,1058,0,690,1,0.0,1,0.0
SKU10001,2022-11-07,2022,11,Healthcare,0,1145,0,952,1,0.0,1,0.0
SKU10001,2022-11-14,2022,11,Healthcare,0,877,0,834,1,0.0,1,0.0
SKU10001,2022-11-21,2022,11,Healthcare,0,865,0,705,1,0.0,1,0.0
SKU10001,2022-11-28,2022,11,Healthcare,0,1148,0,713,1,0.0,1,0.0
SKU10001,2022-12-05,2022,12,Healthcare,0,1049,0,774,1,0.0,1,0.0
SKU10001,2022-12-12,2022,12,Healthcare,0,1080,0,865,1,0.0,1,0.0
SKU10001,2022-12-19,2022,12,Healthcare,0,1105,0,683,1,0.0,1,0.0
SKU10001,2022-12-26,2022,12,Healthcare,0,1163,0,763,1,0.0,1,0.0
SKU10001,2023-01-02,2023,1,Healthcare,0,1300,0,589,1,0.0,1,0.0
SKU10001,2023-01-09,2023,1,Healthcare,0,1299,0,826,1,0.0,1,0.0
SKU10001,2023-01-16,2023,1,Healthcare,0,1359,0,684,1,0.0,1,0.0
SKU10001,2023-01-23,2023,1,Healthcare,0,1202,0,624,1,0.0,1,0.0
SKU10001,2023-01-30,2023,1,Healthcare,0,937,0,856,1,0.0,1,0.0
SKU10001,2023-02-06,2023,2,Healthcare,0,1151,0,884,1,0.0,1,0.0
SKU10001,2023-02-13,2023,2,Healthcare,0,1164,0,580,1,0.0,1,0.0
SKU10001,2023-02-20,2023,2,Healthcare,0,1089,0,577,1,0.0,1,0.0
SKU10001,2023-02-27,2023,2,Healthcare,0,1404,0,781,1,0.0,1,0.0
SKU10001,2023-03-06,2023,3,Healthcare,0,1265,0,839,1,0.0,1,0.0
SKU10001,2023-03-13,2023,3,Healthcare,0,1476,0,744,1,0.0,1,0.0
SKU10001,2023-03-20,2023,3,Healthcare,0,1240,0,664,1,0.0,1,0.0
SKU10001,2023-03-27,2023,3,Healthcare,0,1268,0,619,1,0.0,1,0.0
SKU10001,2023-04-03,2023,4,Healthcare,0,1160,0,598,1,0.0,1,0.0
SKU10001,2023-04-10,2023,4,Healthcare,0,1194,0,829,1,0.0,1,0.0
SKU10001,2023-04-17,2023,4,Healthcare,0,1146,0,766,1,0.0,1,0.0
SKU10001,2023-04-24,2023,4,Healthcare,0,1318,0,721,1,0.0,1,0.0
SKU10001,2023-05-01,2023,5,Healthcare,0,1081,0,597,1,0.0,1,0.0
SKU10001,2023-05-08,2023,5,Healthcare,0,1567,0,765,1,0.0,1,0.0
SKU10001,2023-05-15,2023,5,Healthcare,0,1126,0,803,1,0.0,1,0.0
SKU10001,2023-05-22,2023,5,Healthcare,0,1433,0,870,1,0.0,1,0.0
SKU10001,2023-05-29,2023,5,Healthcare,0,1451,0,830,1,0.0,1,0.0
SKU10001,2023-06-05,2023,6,Healthcare,0,1400,0,740,1,0.0,1,0.0
SKU10001,2023-06-12,2023,6,Healthcare,0,1358,0,695,1,0.0,1,0.0
SKU10001,2023-06-19,2023,6,Healthcare,0,1430,0,950,1,0.0,1,0.0
SKU10001,2023-06-26,2023,6,Healthcare,0,1166,0,804,1,0.0,1,0.0
SKU10001,2023-07-03,2023,7,Healthcare,0,1225,0,622,1,0.0,1,0.0
SKU10001,2023-07-10,2023,7,Healthcare,0,1359,0,939,1,0.0,1,0.0
SKU10001,2023-07-17,2023,7,Healthcare,0,1023,0,916,1,0.0,1,0.0
SKU10001,2023-07-24,2023,7,Healthcare,0,1285,0,837,1,0.0,1,0.0
SKU10001,2023-07-31,2023,7,Healthcare,0,1240,0,608,1,0.0,1,0.0
SKU10001,2023-08-07,2023,8,Healthcare,0,1366,0,938,1,0.0,1,0.0
SKU10001,2023-08-14,2023,8,Healthcare,0,1710,0,609,1,0.0,1,0.0
SKU10001,2023-08-21,2023,8,Healthcare,0,1517,0,898,1,0.0,1,0.0
SKU10001,2023-08-28,2023,8,Healthcare,0,1399,0,637,1,0.0,1,0.0
SKU10001,2023-09-04,2023,9,Healthcare,0,1518,0,622,1,0.0,1,0.0
SKU10001,2023-09-11,2023,9,Healthcare,0,1744,0,633,1,0.0,1,0.0
SKU10001,2023-09-18,2023,9,Healthcare,0,1743,0,895,1,0.0,1,0.0
SKU10001,2023-09-25,2023,9,Healthcare,0,1427,0,912,1,0.0,1,0.0
SKU10001,2023-10-02,2023,10,Healthcare,0,1440,0,740,1,0.0,1,0.0
SKU10001,2023-10-09,2023,10,Healthcare,0,1653,0,905,1,0.0,1,0.0
SKU10001,2023-10-16,2023,10,Healthcare,0,1729,0,819,1,0.0,1,0.0
SKU10001,2023-10-23,2023,10,Healthcare,0,1893,0,675,1,0.0,1,0.0
SKU10001,2023-10-30,2023,10,Healthcare,0,1634,0,732,1,0.0,1,0.0
SKU10001,2023-11-06,2023,11,Healthcare,0,1570,0,737,1,0.0,1,0.0
SKU10001,2023-11-13,2023,11,Healthcare,0,1921,0,778,1,0.0,1,0.0
SKU10001,2023-11-20,2023,11,Healthcare,0,1812,0,919,1,0.0,1,0.0
SKU10001,2023-11-27,2023,11,Healthcare,0,1655,0,691,1,0.0,1,0.0
SKU10001,2023-12-04,2023,12,Healthcare,0,1988,0,811,1,0.0,1,0.0
SKU10001,2023-12-11,2023,12,Healthcare,0,1862,0,867,1,0.0,1,0.0
SKU10001,2023-12-18,2023,12,Healthcare,0,1565,0,738,1,0.0,1,0.0
SKU10001,2023-12-25,2023,12,Healthcare,0,1677,0,856,1,0.0,1,0.0
SKU10001,2024-01-01,2024,1,Healthcare,0,1832,0,810,1,0.0,1,0.0
SKU10001,2024-01-08,2024,1,Healthcare,0,2212,0,642,1,0.0,1,0.0
SKU10001,2024-01-15,2024,1,Healthcare,0,1921,0,612,1,0.0,1,0.0
SKU10001,2024-01-22,2024,1,Healthcare,0,1888,0,710,1,0.0,1,0.0
SKU10001,2024-01-29,2024,1,Healthcare,0,1716,0,910,1,0.0,1,0.0
SKU10001,2024-02-05,2024,2,Healthcare,0,1949,0,666,1,0.0,1,0.0
SKU10001,2024-02-12,2024,2,Healthcare,0,1702,0,714,1,0.0,1,0.0
SKU10001,2024-02-19,2024,2,Healthcare,0,1541,0,593,1,0.0,1,0.0
SKU10001,2024-02-26,2024,2,Healthcare,0,2054,0,609,1,0.0,1,0.0
SKU10001,2024-03-04,2024,3,Healthcare,0,1877,0,829,1,0.0,1,0.0
SKU10001,2024-03-11,2024,3,Healthcare,0,2373,0,598,1,0.0,1,0.0
SKU10001,2024-03-18,2024,3,Healthcare,0,2098,0,602,1,0.0,1,0.0
SKU10001,2024-03-25,2024,3,Healthcare,0,1834,0,785,1,0.0,1,0.0
SKU10001,2024-04-01,2024,4,Healthcare,0,1861,0,621,1,0.0,1,0.0
SKU10001,2024-04-08,2024,4,Healthcare,0,1832,0,692,1,0.0,1,0.0
SKU10001,2024-04-15,2024,4,Healthcare,0,1727,0,784,1,0.0,1,0.0
SKU10001,2024-04-22,2024,4,Healthcare,0,1767,0,761,1,0.0,1,0.0
SKU10001,2024-04-29,2024,4,Healthcare,0,1756,0,946,1,0.0,1,0.0
SKU10001,2024-05-06,2024,5,Healthcare,0,1541,0,745,1,0.0,1,0.0
SKU10001,2024-05-13,2024,5,Healthcare,0,1405,0,907,1,0.0,1,0.0
SKU10001,2024-05-20,2024,5,Healthcare,0,2040,0,690,1,0.0,1,0.0
SKU10001,2024-05-27,2024,5,Healthcare,0,1823,0,612,1,0.0,1,0.0
SKU10001,2024-06-03,2024,6,Healthcare,0,2308,0,687,1,0.0,1,0.0
SKU10001,2024-06-10,2024,6,Healthcare,0,2094,0,675,1,0.0,1,0.0
SKU10001,2024-06-17,2024,6,Healthcare,0,2069,0,897,1,0.0,1,0.0
SKU10001,2024-06-24,2024,6,Healthcare,0,1403,0,678,1,0.0,1,0.0
SKU10001,2024-07-01,2024,7,Healthcare,0,2033,0,944,1,0.0,1,0.0
SKU10001,2024-07-08,2024,7,Healthcare,0,1669,0,875,1,0.0,1,0.0
SKU10001,2024-07-15,2024,7,Healthcare,0,1912,0,625,1,0.0,1,0.0
SKU10001,2024-07-22,2024,7,Healthcare,0,1888,0,900,1,0.0,1,0.0
SKU10001,2024-07-29,2024,7,Healthcare,0,2168,0,938,1,0.0,1,0.0
SKU10001,2024-08-05,2024,8,Healthcare,0,1785,0,870,1,0.0,1,0.0
SKU10001,2024-08-12,2024,8,Healthcare,0,2628,0,689,1,0.0,1,0.0
SKU10001,2024-08-19,2024,8,Healthcare,0,2057,0,786,1,0.0,1,0.0
SKU10001,2024-08-26,2024,8,Healthcare,0,2415,0,846,1,0.0,1,0.0
SKU10001,2024-09-02,2024,9,Healthcare,0,2109,0,911,1,0.0,1,0.0
SKU10001,2024-09-09,2024,9,Healthcare,0,2064,0,881,1,0.0,1,0.0
SKU10001,2024-09-16,2024,9,Healthcare,0,2053,0,648,1,0.0,1,0.0
SKU10001,2024-09-23,2024,9,Healthcare,0,2169,0,619,1,0.0,1,0.0
SKU10001,2024-09-30,2024,9,Healthcare,0,1659,0,700,1,0.0,1,0.0
SKU10001,2024-10-07,2024,10,Healthcare,0,1991,0,894,1,0.0,1,0.0
SKU10001,2024-10-14,2024,10,Healthcare,0,2722,0,825,1,0.0,1,0.0
SKU10001,2024-10-21,2024,10,Healthcare,0,2627,0,874,1,0.0,1,0.0
SKU10001,2024-10-28,2024,10,Healthcare,0,2547,0,812,1,0.0,1,0.0
SKU10001,2024-11-04,2024,11,Healthcare,0,2287,0,948,1,0.0,1,0.0
SKU10001,2024-11-11,2024,11,Healthcare,0,2299,0,672,1,0.0,1,0.0
SKU10001,2024-11-18,2024,11,Healthcare,0,2263,0,952,1,0.0,1,0.0
SKU10001,2024-11-25,2024,11,Healthcare,0,2275,0,622,1,0.0,1,0.0
SKU10001,2024-12-02,2024,12,Healthcare,0,2113,0,779,1,0.0,1,0.0
SKU10001,2024-12-09,2024,12,Healthcare,0,2838,0,945,1,0.0,1,0.0
